Industry,الصناعة,
Initial Email Notification Sent,تم إرسال إشعار مبدئي على البريد الإلكتروني,
Inspected By,تم الفحص بواسطة,
Inspection Required,فحص الجودة مطلوب,
Inspection Required before Delivery,الفحص مطلوب قبل التسليم,
Inspection Required before Purchase,الفحص مطلوب قبل الشراء,
Inspection Type,نوع الفحص,
Installation Date,تاريخ التركيب,
Installation Note,إذن تركيب,
Installation Time,وقت التركيب,
Installed Qty,الكمية التي تم تركيبها,
Insurance,تأمين,
Insured value,مبلغ التأمين,
Integrations Settings,اعدادات التكامل,
Inter Company Invoice Reference,مرجع الفاتورة بين الشركات,
Inter Company Journal Entry,قيد خاص بشركات شقيقة,
Inter Company Journal Entry Reference,مرجع قيد اليومية بين الشركات,
Inter Company Order Reference,رقم طلب الشركة الداخلي,
Inter Company Reference,مرجع بين الشركات,
Intern,متدرب,
Internal Customer Accounting,محاسبة العميل الداخلي,
Internal Supplier Details,بيانات المورد الداخلي,
Internal Transfer,تحويلات داخلية,
Invoice Portion,النسبة المئوية من مبلغ الفاتورة,
Invoiced Amount (Exclusive Tax),المبلغ المفوتر (غير شامل الضريبة),
Invoicing,الفوترة,
Inward, للتحصيل,
Is Advance,دفعة مقدمة؟,
Is Cash or Non Trade Discount,خصم نقدي/غير تجاري,
Is Cumulative,تراكمي,
Is Discounted,مخصومة,
Is Fixed Asset,الصنف من الأصول الثابتة,
Is Free Item,الصنف مجاني,
Is Frozen,مجمد,
Is Internal Customer,عميل داخلي,
Is Opening Entry,هل هو قيد إفتتاحي؟,
Is Paid,مسددة,
Is Primary,هو الأساسي,
Is Primary Address,هو العنوان الأساسي,
Is Primary Contact,جهة اتصال رئيسية,
Is Purchase Item,الصنف قابل للشراء,
Is Rate Adjustment Entry (Debit Note),قيد تسوية سعر (إشعار مدين),
Is Return (Credit Note),مرتجع (إشعار دائن),
Is Return (Debit Note),مرتجع (بيان بالخصم),
Is Sales Item,الصنف قابل للبيع,
Is Subcontracted,هل هو تشغيل لدى الغير؟,
Is created using POS,أنشئت من نقطة البيع,
Issue,صرف,
Issue Credit Note,إصدار إشعار دائن,
Issue Date,تاريخ الانشاء,
Issue Priority,أولوية التذكرة,
Issue Type,نوع التذكرة,
Issue a debit note with 0 qty against an existing Sales Invoice,أصدر إشعار مدين بكمية 0 مقابل فاتورة مبيعات موجودة,
Issued Items Against Work Order,أصناف مصروفة على أوامر الإنتاج,
Issues,التذاكر,
Item,الصنف,
Item 1,الصنف 1,
Item 2,الصنف 2,
Item 3,الصنف 3,
Item 4,الصنف 4,
Item 5,الصنف 5,
Item Alternative,بديل الصنف,
Item Attribute,مواصفات الصنف,
Item Code,كود الصنف,
Item Group Defaults,إفتراضيات مجموعة الصنف,
Item Group Name,اسم مجموعة الصنف,
Item Group Tree,شجرة مجموعة الصنف,
Item Manufacturer,مُصنع الصنف,
Item Name,اسم الصنف,
Item Naming By,تسمية الصنف بواسطة,
Item Quality Inspection Parameter,معامل فحص جودة الصنف,
Item Tax Template,نموذج ضريبة الصنف,
Item To Manufacture,الصنف المراد تصنيعه,
Item Variant Details,تفاصيل متغيرات الصنف,
Item Variant Settings,إعدادات متغيرات الصنف,
Item Wise Tax Details,تفاصيل الضريبة لكل صنف,
Items,الأصناف,
Items & Pricing,الأصناف والتسعير,
Items To Be Requested,أصناف المراد طلبها,
Items and Pricing,الأصناف والتسعير,
Items to Order and Receive,العناصر المطلوبة للطلب والاستلام,
Items under this warehouse will be suggested,سيتم إقتراح الأصناف الموجودة في هذا المخزن,
Itemwise Recommended Reorder Level,حد الطلب وفقا لحركات كل صنف,
Job Description,المسمى الوظيفي,
Journal Entry,قيد اليومية,
KSA Compliance,الامتثال السعودي,
KSA VAT Report,تقرير ضريبة القيمة المضافة السعودية,
KSA VAT Setting,اعدادات ضديبة القيمة المضافه السعودية,
Label,الملصق,
Landed Cost Voucher,تكاليف الشحنة الاستيرادية,
Landed Cost Voucher Amount,قيمة تكلفة الشحنة الاستيرادية,
Last Modified On,أخر تعديل,
Last Name,اسم العائلة,
Last Purchase Rate,أخر سعر شراء,
Last Scanned Warehouse,آخر مخزن ممسوح,
Lead,العميل المحتمل,
Lead Count,عدد العميل المحتمل,
Lead Details,تفاصيل العميل المحتمل,
Lead Id,رقم العميل المحتمل,
Lead Name,اسم العميل المحتمل,
Lead Owner,منشىء العميل المحتمل,
Lead Owner Efficiency,كفاءة منشىء العميل المحتمل,
Lead Source,مصدر العميل المحتمل,
Lead Time in days,مدة التوريد بالأيام,
Lead Type,نوع العميل المحتمل,
Lead is an Organization,العميل المحتمل منظمة,
Leaderboard,لوحة الشرف,
Learn how to update opening balances,تعرّف على كيفية تحديث الأرصدة الافتتاحية,
Learn more about Chart of Accounts,اعرف المزيد عن شجرة الحسابات,
Leave Approval Notification,إخطار الموافقة على الأجازة,
Leave Block List,الأيام المحظور الغياب فيها,
Leave Encashment,أجازات مدفوعة الأجر,
Leave Period,مدة الأجازة ,
Leave Policy Assignment,سياسة تحديد الأجازات,
Leave Status Notification,إخطار مغادرة ,
Leave Without Pay,أجازة بدون أجر,
Leaves,أجازات ,
Leaves per Year,أجازات خلال السنة,
Lenses Size Check,مقاس العدسات,
Let's Set Up Your Accounts and Taxes.,لنُعِدَّ حساباتك وضرائبك.,
Let's setup your account.,لنجهّز حسابك.,
Letter Head,Letter Head,
Let’s create your first Purchase Invoice,لنُنشئ أول فاتورة مشتريات لك,
Link Document Type,نوع المستند المربوط به,
Link Name,الربط مع,
Link Title,اسم الربط,
Link to Material Requests,الربط بطلبات المواد,
List View,شكل العرض,
List items that form the package.,حدد الأصناف التي تتكون منها الحزمة.,
Load More,اظهر المزيد,
Loan Interest Report,تقرير فائدة القرض,
Loan Security Exposure,التعرض لأمن القرض,
Lock,قفل,
Login with password,الدخول بكلمة السر,
Lost Quotation,عرض السعر مفقود,
Lost Reasons,أسباب الخسارة,
Lower Income,دخل أقل,
Loyalty Points Redemption,استبدال نقاط الولاء ,
Maintain Same Rate Throughout Sales Cycle,الحفاظ على نفس السعر خلال دورة المبيعات,
Maintain Stock,صنف مخزني,
Maintenance Required,الصيانة مطلوبة,
Maintenance Role,دور الصيانة,
Maintenance Schedule,جدول الصيانة,
Maintenance Visit,زيارة الصيانة,
Make,إنشاء,
Make Difference Entry,اضافة سطر بالفرق,
Make Work Order for Sub Assembly Items,إصدار أوامر إنتاج للأصناف النصف مصنعة,
Male,ذكر,
Manage cost of operations,إدارة تكاليف عمليات الانتاج,
Management - E,الإدارة,
Manager,مدير,
Manufacturer,المُصنع,
Manufacturing,التصنيع,
Margin Rate or Amount,نسبة أو مبلغ الهامش,
Market Segment,قطاع السوق,
Marketing - E,تسويق,
Masters,البيانات الأساسية,
Material Issue,صرف مواد,
Material Request Plan Item,خطة طلب المواد,
Material Transferred for Manufacture,المواد المحولة للتصنيع,
Material Transferred for Subcontract,المواد المحولة للتشغيل لدى الغير,
Max Amount,الحد الأقصى للمبلغ,
Max Amt,الحد الأقصى للمبلغ,
Max Grade,الدرجة القصوى,
Max Qty,الحد الأقصى للكمية,
Max auto email report per user,الحد الأقصى للبريد الإلكتروني التلقائي لكل مستخدم,
Maximum Use,الحد الأقصى للاستخدام,
Medium,الوسيلة,
Meeting,إجتماع,
Member,العضو,
Members,الأعضاء,
Membership,العضوية,
Membership Expiry Date,تاريخ انتهاء العضوية,
Membership Type,نوع العضوية,
Mention if non-standard receivable account,اذكر حسابات المدينون إذا كانت غير افتراضية,
Merge Similar Account Heads,دمج الحسابات المتشابهه الرؤوس,
Message for Supplier,الرسالة المرسلة إلى المورد,
Middle Income,دخل متوسط,
Min Amt,الحد الأدنى للمبلغ,
Min Grade,الدرجة الأدنى,
Min Qty,الحد الأدني للكمية,
Minimum Lead Age (Days),الحد الأدنى لعمر العميل المحتمل (الأيام),
Minimum quantity should be as per Stock UOM,الحد الأدني للكمية يجب أن تكون على حسب وحدة قياس المخزون,
Mins to First Response,الوقت المستغرق للإستجابة (الدقائق),
Mins to first response,الوقت المستغرق للإستجابة (الدقائق),
Minutes to First Response for Issues,الوقت المستغرق للاستجابة على التذاكر,
Minutes to First Response for Opportunity,الوقت المستغرق للاستجابة على الفرصة,
Mixed Conditions,شروط مختلطة,
Mobile Allowns,بدل المحمول,
Mobile No,رقم الموبايل,
Mode of Payment,طريقة السداد,
Monday,الأثنين,
Monitoring Frequency,تكرار المراقبة,
Monthly,شهري,
Most Used,الاكثر استخدام,
Motion Picture & Video,فيديو وصور متحركة,
Move,نقل,
Multi Currency,العملات,
"Multi Currency_x000D_
","عملات متعددة_x000D_
",
Music,موسيقى,
Name,الاسم,
Named Place,المكان المحدد,
Naming Series,الترقيم التسلسلي,
Net Amount,صافي المبلغ,
Net Amount (Company Currency),صافي المبلغ (بعملة الشركة),
Net Rate,صافي سعر الوحدة,
Net Rate (Company Currency),صافي سعر الوحدة (بعملة الشركة),
Net Total,صافي الإجمالي,
Net Total (Company Currency),صافي الإجمالي (بعملة الشركة),
New,جديد,
New Asset Value,القيمة الجديدة للأصل,
New BOM,قائمة مكونات المواد الجديدة,
New Chart,شكل بياني جديد,
New Company,شركة جديدة,
New Customer Revenue,إيرادات العملاء الجدد,
New Quality Procedure,إجراء جودة جديد,
New Sales Person Name,اسم مسئول المبيعات,
New Shortcut,اختصار جديد,
New Stock Entry,حركة مخزون جديدة,
Newspaper Publishers,ناشرو الصحف,
Next Contact By,الاتصال التالي بواسطة,
Next Contact Date,تاريخ الاتصال التالي,
No Matching Bank Transactions Found,لم يتم العثور على معاملات بنكية متطابقة,
No data available,لا توجد بيانات,
No of Visits,عدد الزيارات,
Non Profit,العمل الخيري,
Non Profit Settings,إعدادات العمل الخيري,
Non-Conforming,غير مطابق,
Normal,عادية,
Notice Period,فترة إشعار,
Number of Order,عدد الطلبات,
Objective,الهدف,
Office Equipments - ES,المعدات المكتبية,
Online Auctions,مزادات على الإنترنت,
Only Include Allocated Payments,إدراج المدفوعات المخصصة فقط,
Open,مفتوح,
Open Work Orders,أوامر الإنتاج المفتوحة,
Opening & Closing,الفتح والاغلاق لنقاط البيع,
Opening Entry,القيد الافتتاحي,
Opening Invoice Creation Tool,أنشاء الفواتير الافتتاحية,
Opening Stock,رصيد المخزون في أول المدة,
Opening Time,وقت الفتح,
Opening and Closing,الافتتاحي والإغلاق,
Operation,العمليات الانتاجية,
Operation Name,اسم عملية التشغيل,
Operation Time,وفت التشغيل,
Operations - E,العمليات ,
Opp Count,عدد الفرصة,
Opp/Lead %,الفرصة/العميل المحتمل %,
Opportunity Summary by Sales Stage,ملخص الفرصه حسب مرحلة المبيعات,
Orange,برتقالي,
Order/Quot %,طلب/عرض سعر %,
Ordered Items To Be Billed,الاصناف المباعه التي لم تفوتر بعد,
Ordered Items To Be Delivered,طلبات مبيعات لم تسلم بعد,
Ordered Qty,الكمية المطلوبة,
Ordered Quantity,الكمية المطلوبة,
Other,أخرى,
Out of AMC,خارج عقد الصيانة السنوي,
Out of Warranty,خارج الضمان,
Outgoing,منصرف,
Outstanding,المستحق,
Outstanding Amount,المبلغ المتبقي,
Outward,للدفع,
Over Delivery/Receipt Allowance (%),نسبة السماح بالتسليم أو الاستلام بالزيادة (%),
Over Transfer Allowance,الحد الزائد المسموح للتحويل,
Over Transfer Allowance (%),نسبة السماح بالتحويل بالزيادة (%),
Overdue,متأخر,
Overproduction Percentage For Work Order,نسبة الإنتاج الزائد لأمر الإنتاج,
PAN,رقم الحساب الدائم,
PAY,دفع - PAY,
PHONE,رقم الموبايل,
PIN,الكود,
POS Awesome,فتح نقطة البيع - الكاشير,
POS Closing Entry,قيد إقفال نقطة البيع,
POS Closing Shift,اغلاق وردية نقاط البيع,
POS Coupons,كوبونات نقاط البيع,
POS Offers,عروض نقاط البيع,
POS Opening Shift,فتح وردية نقاط البيع,
POS Profile,ملف نقطة البيع,
POS Setting,اعدادات نقاط البيع,
Packed Items,أصناف الحزمة,
Page Break,فاصل صفحة,
Paid,مسددة,
Paid Amount,المبلغ المسدد,
Paid Amount (Company Currency),المبلغ المسدد (بعملة الشركة),
Parameter,المعامل,
Parameter Name,اسم المعامل,
Parent Item,الصنف الرئيسي,
Parent Item Group,مجموعة الصنف الرئيسية,
Parent Location,الموقع الرئيسي,
Parent Supplier Group,مجموعة الموردين الرئيسية,
Parent Warehouse,المخزن الرئيسي,
Part-time,عمل جزئي,
Partially Depreciated,إهلاك جزئي,
Partly Paid,مسددة جزئيًا,
Partner website,الموقع الإلكتروني للشريك,
Party,الطرف المعني,
Party Balance,رصيد الطرف المعني,
Party Bank Account,الحساب البنكي للطرف المعني,
Party Name,اسم الطرف المعني,
Party Type,نوع الطرف المعني,
Party User,مستخدم الطرف المعني,
Patient,مريض,
Pay,دفع,
Pay To / Recd From,مدفوع إلى / مستلم من,
Payment Amount,المبلغ المسدد,
Payment Due Date,تاريخ الاستحقاق,
Payment Entry,المدفوعات والمقبوضات,
Payment Gateway Account,حساب بوابة السداد الإلكتروني,
Payment ID,مرجع عملية الدفع,
Payment Reconciliations,تسويات الدفع,
Payment References,مراجع الدفع,
Payment Request,طلب دفع,
Payment Schedule,جدول السداد,
Payment Term,شروط السداد,
Payment Term Name,اسم شرط السداد,
Payment Term Outstanding,المستحق من شرط السداد,
Payment Terms Template,نموذج شروط السداد,
Payment Terms from orders will be fetched into the invoices as is,سيتم جلب شروط الدفع للفواتير من الطلبات كما هي,
Payment Type,نوع السداد,
Payroll,كشف الرواتب و الأجور,
Payroll Entry,تسجيل الرواتب ,
Pending Qty,الكميات المعلقة,
Pending SO Items For Purchase Request,أوامر مبيعات معلقة لحين الشراء,
Pension Funds,صناديق التقاعد,
Per Week,أسبوعيا,
Per-Company Accounts,حسابات لكل شركة,
Percentage you are allowed to receive or deliver more against the quantity ordered. For example: If you have ordered 100 units. and your Allowance is 10% then you are allowed to receive 110 units.,النسبة المئوية للسماح بإستلام أو تسليم بأكثر من الكمية المطلوبة. مثال: إذا كنت قد طلبت 100 وحدة ونسبة السماح هى 10% فأنت مسموح لك بإستلام 110 وحدة.,
Percentage you are allowed to transfer more against the quantity ordered. For example: If you have ordered 100 units. and your Allowance is 10% then you are allowed to transfer 110 units.,النسبة المئوية للسماح بتحويل بأكثر من الكمية المطلوبة. مثال: إذا كنت قد طلبت 100 وحدة ونسبة السماح هى 10% فأنت مسموح لك بتحويل 110 وحدة.,
Performance,الأداء,
Period,فترة,
Period Closing Settings,اعدادات اقفالات الفترة,
Period Closing Voucher,اغلاق السنوات المالية,
Permission Manager,مدير الصلاحيات,
Pharmaceuticals,أدوية,
Phone Number,رقم الهاتف,
Picked Qty (in Stock UOM),الكمية المجهزة (بوحدة قياس المخزون),
Piecework,العمل بالمقاولة,
Pincode,الرقم البريدي,
Plan material for sub-assemblies,تخطيط المواد للأصناف النصف مصنعة,
Plan time logs outside Workstation Working Hours.,تخطيط سجلات الوقت خارج ساعات العمل بمحطة العمل,
Planned Qty,الكمية المخططة,
Planned Start Date,الوقت المخطط للبدء,
Plants and Machineries - ES,النباتات والآليات ,
Please check your email.,تحقّق من بريدك.,
Please enter Employee Id of this sales person,برجاء إدخال رقم هوية الموظف لمسئول المبيعات,
"Please enter your email, we'll send you password reset link",أدخِل بريدك وسنُرسل لك رابط إعادة تعيين كلمة السر,
"Please share what did you do today. If you reply by midnight, your response will be recorded!",يرجى مشاركة ما فعلت اليوم. إذا قمت بالرد بحلول منتصف الليل ، فسيتم تسجيل ردك!,
Po number,رقم أمر الشراء,
Policy number,رقم وثيقة التأمين,
Post Description Key,Post Description Key,
Post Graduate,دراسات عليا ,
Post Route Key,Post Route Key,
Post Route String,Post Route String,
Post Title Key,Post Title Key,
Posting Date,تاريخ العملية,
Posting Time,توقيت العملية,
Prefer not to say,افضل عدم القول,
Preferred Shipping Address,عنوان الشحن المفضل,
Prevent RFQs,منع طلبات الحصول على عرض أسعار,
Price List Currency,عملة قائمة الأسعار,
Price List Exchange Rate,سعر الصرف لقائمة الأسعار,
Price List Name,اسم قائمة الأسعار,
Price List Rate,سعر قائمة الأسعار,
Price List Rate (Company Currency),سعر القائمة (بعملة الشركة),
Price Not UOM Dependent,السعر غير معتمد على وحدة القياس,
Pricing Rule,شروط التسعير,
Pricing Rule Brand,شروط تسعير العلامة التجارية,
Pricing Rule Item Code,شروط تسعير الأصناف,
Pricing Rule Item Group,شروط تسعير مجموعة الأصناف,
Primary Address Preview,معاينة العنوان الرئيسي,
Print,طباعة,
Print Heading,عنوان الطباعة,
Priority,الأولوية,
Private Equity,ملكية خاصة,
Privilege Leave,أجازة مميزة,
Probability (%),الإحتمالية (%),
Probation,فترة التجربة,
Probationary Period,فترة الاختبار,
Procurement Tracker,تتبع المشتريات,
Produced,تم إنتاج,
Product Bundle,حزمة المنتجات,
Production - E,الإنتاج ,
Production - ES,الإنتاج,
Production Analytics,تحليلات الإنتاج,
Production Item,صنف الإنتاج,
Profit and Loss Statement,قائمة الارباح والخسائر,
Project,المشروع,
Project Id,المشروع,
Project Manager,مدير المشروع,
Project Profitability,ربحية المشاريع,
Project Template,نموذج المشروع,
Project Timesheet Details,تفاصيل الجداول الزمنية للمشروع,
Project will be accessible on the website to these users,المشروع سيكون متاح على الموقع الإلكتروني لهولاء المستخدمين,
Project wise Stock Tracking,تتبع المخزون وفقا للمشروع,
Projected Quantity as Source,الكمية المتوقعة,
Projects,المشروعات,
Promotional Scheme,عرض ترويجي,
Promotional Scheme Price Discount,خصم السعر الخاص بالعرض الترويجي,
Promotional Scheme Product Discount,خصم المنتج الخاص بالعرض الترويجي,
Prospect,عميل مرتقب,
Prospects Engaged But Not Converted,عملاء متوقعة غير محولة,
Publish in Hub,النشر في المركز الرئيسي,
Published,تم النشر,
Publishing,طباعة ونشر,
Purchase - E,الشراء,
Purchase Invoice,فاتورة مشتريات,
Purchase Invoice Trends,مؤشرات فواتير المشتريات,
Purchase Order,أمر مشتريات,
Purchase Order Items To Be Billed,الاصناف المشتراة التي لم تفوتر بعد,
Purchase Order Items To Be Received,طلبات شراء لم تستلم بعد,
Purchase Order Trends,معدلات أوامر الشراء لكل صنف,
Purchase Receipt,إذن إستلام مشتريات,
Purchase Receipt Items,أصناف إستلام مشتريات,
Purchase Receipt Trends,معدلات استلام المشتريات لكل صنف,
Purchase Register,سجل المشتريات,
Purchase Taxes and Charges,الضرائب والرسوم على المشتريات,
Purchase Taxes and Charges Template,نموذج الضرائب والرسوم على المشتريات,
Purple,أرجواني,
Purpose,الغرض,
Qty (Warehouse),الكمية بالمخزن,
Qty To Manufacture,الكمية المراد تصنيعها,
Qty as per Stock UOM,الكمية وفقا لوحدة قياس المخزون,
Qty in Stock UOM,الكمية بوحدة قياس المخزون,
Qty per BOM Line,الكمية لكل قائمة مكونات مواد,
Quality,الجودة,
Quality Action,عمل الجودة,
Quality Feedback,ملاحظات الجودة,
Quality Feedback Template,نموذج ملاحظات الجودة,
Quality Inspection Required,فحص الجودة مطلوب,
Quality Inspection Template,نموذج فحص الجودة,
Quality Inspection Template Name,اسم نموذج فحص الجودة,
Quality Management,الجودة,
Quality Management - E,إدارة الجودة ,
Quality Procedure,إجراء الجودة,
Quality Review,مراجعة الجودة,
Quantity,الكمية,
Quantity Difference,فرق الكمية,
Quantity and Rate,الكمية والسعر,
Quantity of item obtained after manufacturing / repacking from given quantities of raw materials,كمية الصنف التي تم الحصول عليها بعد التصنيع أو إعادة التعبئة من الكميات المعطاة من مواد الخام,
Quantity to Produce,الكمية المراد إنتاجها,
Quarterly,ربع سنوي,
Quick Access,الاختصارات,
Quick Entry,قيد يومية سريع,
Quick Stock Balance,رصيد المخزون المختصر,
Quot/Lead %,عرض سعر/العميل المحتمل %,
Quotation,عرض السعر,
Quotation To,عرض أسعار مقدم إلى,
Quotation Trends,معدلات عروض الأسعار لكل صنف,
REPLACE BOM,إستبدال قائمة مكونات المواد,
Raise Material Request when stock reaches re-order level,إنشاء طلب المواد بشكل تلقائي عند الوصول الى الحد الادنى للمخزون,
Raised By,تم رفعها بواسطة,
Raised By (Email),تم رفعها بواسطة (البريد الإلكتروني),
Random,عشوائي,
Rate,السعر,
Rate (Company Currency),سعر الوحدة (بعملة الشركة),
Rate Of Materials Based On,حساب تكلفة المواد بناء على,
Rate With Margin,السعر بالهامش,
Rate With Margin (Company Currency),السعر بالهامش (بعملة الشركة),
Rate of Stock UOM,سعر وحدة قياس المخزون,
Rate or Discount,السعر أو الخصم,
Raw Materials Supplied,هل سيتم صرف الخامات للتشغيل لدى الغير؟,
Razorpay Details,تفاصيل بوابة الدفع,
Re-order Level,حد الطلب,
Re-order Qty,كمية حد الطلب,
Reading 2,قراءة 2,
Real Estate,عقارات,
Reason For Putting On Hold,سبب تعليق الفاتورة,
Rebuild Tree,إعادة تحميل شجرة الحسابات,
Receipt,إستلام,
Receipt Document Type,نوع الوثيقة,
Receive,استلام,
Received Amount,المبلغ المستلم,
Received Amount (Company Currency),المبلغ المستلم (عملة الشركة),
Received Items To Be Billed,الاصناف المستلمة التى لم تفوتر بعد,
Received Qty,الكمية المستلمة,
Receiver Parameter,معامل المستلم,
Recipient,المستلم,
Reconcile Effect On,تأثير التسوية على,
Recruitment,التوظيف,
Reference Date,تاريخ المرجع,
Reference Document,المستند المرجعي,
Reference Document Name,اسم المستند المرجعي,
Reference Document Type,نوع المستند المرجعي,
Reference Name,اسم المرجع,
Reference Number,الرقم المرجعي,
Reference Type,نوع المرجع,
Referral Code,الكود المرجعي,
Referral Sales Partner,شريك المبيعات المسئول,
Refresh,تحديث,
Refreshing,تحديث,
Refreshing...,تحديث...,
Rejected Serial No,الرقم التسلسلي المرفوض,
Rejected Warehouse,مخزن الأصناف المرفوضة,
Release Date,تاريخ انتهاء تعليق الفاتورة,
Remark,ملاحظة,
Rename Attribute Value in Item Attribute.,إعادة تسمية قيمة المواصفة في مواصفة الصنف.,
Reorder level based on Warehouse,حد الطلب بناء على المخزن,
Repeat Customer Revenue,إيرادات العملاء المكررين,
Repeat Customers,العملاء المتكررون,
Replied,تم الرد,
Report Date,تاريخ التقرير,
Report an Issue,بلغ عن خطأ,
Reports,التقارير,
Reports & Masters,التقارير والاساسيات,
Represents Company,يمثل شركة,
Reqd By Date,تاريخ الاستلام المطلوب,
Request Type,نوع الطلب,
Request for Quotation,طلب الحصول على عرض أسعار,
Requested For,الغرض من الطلب,
Requested Items To Be Ordered,طلبات شراء لم تطلب بعد,
Requested Items To Be Transferred,الأصناف المطلوبة المراد تحويلها,
Requested Qty,الكمية المطلوبة,
Required By,مطلوب بحلول,
Required Date,تاريخ الاستلام المطلوب,
Required Qty,الكمية المطلوبة,
Requires Fulfilment,يتطلب التحقيق,
Research & Development - E,البحث والتطوير,
Researcher,باحث,
"Reselect, if the chosen address is edited after save",أعد إختيار العنوان إذا قمت بالتعديل به بعد حفظ هذا المستند,
"Reselect, if the chosen contact is edited after save",أعد إختيار العميل إذا قمت بالتعديل ببياناته بعد حفظ هذا المستند,
Reseller,موزع,
Resend,إعادة الإرسال,
Reserve Stock,حجز المخزون,
Resolution,الحل,
Resolution Date,تاريخ الحل,
Resolution Details,تفاصيل الحل,
Resolution Time,وقت الحل,
Resolution Time Period,الوقت المستغرق للحل,
Resolved By,تم الحل بواسطة,
Response Key List,Response Key List,
Response Time Period,الوقت المستغرق للاستجابة,
Responsibilities,المسؤوليات,
Restore Asset,إستعادة الأصل,
Restrict order by owner,تقييد الطلب بالمستخدم,
Restrict tables by owner,تقيد الطاولة بالمستخدم,
Retail,البيع القطاعي,
Retail & Wholesale,بيع بالتجزئة والجملة,
Retailer,بائع بالتجزئة,
Retain Sample,الاحتفاظ بعينة,
Return,مرتجع,
Return Against,مرتجع عن,
Return Against Delivery Note,مرتجع مقابل إشعار تسليم,
Return Against Purchase Receipt,مرتجع مقابل إيصال استلام,
Returned Qty,الكمية المرتجعة,
Reverse Journal Entry,أنشاء قيد عكسي,
Review,المراجعة,
Review Chart of Accounts,مراجعة شجرة الحسابات,
Reviews,المراجعات,
Role Allowed to Create/Edit Back-dated Transactions,الوظيفة المسموح لها انشاء / تعديل الحركات القديمة,
Role Allowed to Over Bill,الوظيفة المسموح لها بتجاوز الفوترة,
Role Allowed to Over Deliver/Receive,الدور المسموح له بزيتدة التوصيل / الاستلام,
Role Allowed to edit frozen stock,الوظيفة المسموح لها بتعديل إدخالات المخزون المجمدة,
Role allowed to bypass Credit Limit,الوظيفة المسموح لها تجاوز حدود الائتمان,
Round Off Account,حساب التقريب,
Rounded Total,الإجمالي المقرَّب,
Rounded Total (Company Currency),الإجمالي المقرَّب (عملة الشركة),
Rounding Adjustment,تسوية التقريب,
Rounding Adjustment (Company Currency),تسوية التقريب (عملة الشركة),
Rounding Method,طريقة تقريب الإجمالي,
Route,المسار,
Rows with Same Account heads will be merged on Ledger,سيتم دمج الصفوف ذات رؤوس الحسابات نفسها في دفتر الأستاذ,
Rule Description,وصف الشرط,
S.O. No.,رقم أمر المبيعات,
SMS Center,مركز الرسائل النصية القصيرة (SMS),
SMS Gateway URL,رابط بوابة الSMS,
SMS Log,سجل الرسائل النصية القصيرة (SMS),
SMS Settings,إعدادات الرسائل النصية القصيرة (SMS),
SO Qty,كمية أمر المبيعات,
Salary Register,سجل الراتب ,
Salary Slip,كشف الراتب,
Salary Structure Assignment,تخصيص هيكل المرتبات,
Sales - E,المبيعات,
Sales Analytics,تحليلات المبيعات,
Sales Contributions and Incentives,مساهمات وحوافز البيع,
Sales Funnel,حركة المبيعات,
Sales Invoice,فاتورة مبيعات,
Sales Invoice Item,بند فاتورة المبيعات,
Sales Invoice Payment,سداد فاتورة المبيعات,
Sales Invoice Trends,مؤشرات فواتير البيع,
Sales Order,أمر مبيعات,
Sales Order Required,أمر المبيعات الزامي,
Sales Order Trends,معدلات أوامر المبيعات لكل صنف,
Sales Partner,شريك البيع,
Sales Partner Name,اسم شريك المبيعات,
Sales Partner Target Variance Based On Item Group,الفرق المستهدف لشركاء المبيعات استنادًا إلى مجموعة العناصر,
Sales Partners Commission,عمولات شركاء المبيعات,
Sales Person,مسئول المبيعات,
Sales Person-wise Transaction Summary,ملخص حركة المبيعات وفقا لمسئول المبيعات,
Sales Pipeline,قنوات البيع,
Sales Pipeline Analytics,تحليل انابيب المبيعات,
Sales Register,سجل المبيعات,
Sales Taxes and Charges,ضرائب ورسوم البيع,
Sales Taxes and Charges Template,نموذج الضرائب والرسوم على المبيعات,
Sales Team1,فريق المبيعات 1,
Sample Retention Warehouse,مخزن الاحتفاظ بالعينات,
Save,حفظ,
Save Customizations,حفظ التعديلات,
Scan Barcode,مسح الباركود,
Scheduled,مجدولة,
Scheduled Time,تاريخ ووقت الموعد,
Scoring Criteria,درجات المعايير,
Scrap Asset,تكهين الأصل,
Scrap Items,الأصناف  الهالكة,
Scrap Material Cost,تكلفة الكمية المهدرة,
Scrap Warehouse,مخزن الهالك,
Search Items,بحث عن الأصناف,
Search Sub Assemblies,البحث عن المنتجات النصف مصنعة,
Search or type a command ({0}),ابحث أو اكتب أمرًا ({0}),
Secretary,سكرتير,
Securities & Commodity Exchanges,أوراق مالية وتبادل سلع,
Select Languages,اختر اللغة,
Select Print Format,اختر تنسيق الطباعة,
Select Serial No,اختر الرقم التسلسلي,
Select Supplier Address,حدد عنوان المورد,
Sell Asset,بيع الأصل,
Selling,المبيعات,
Selling Settings,إعدادات المبيعات,
Send Email,إرسال بريد إلكتروني,
Send Link,إرسال الرابط,
Send Read Receipt,إرسال إشعار قراءة,
Send SMS,إرسال رسالة SMS,
Send To,إرسال إلى,
Send Unsubscribe Link,إرسال رابط إلغاء الإشتراك,
Send me a copy,إرسال نسخة لي,
Sender,المرسل,
Sent,تم الإرسال,
Serial & Batch Item,التسلسل ورقم الباتش,
Serial No,الرقم التسلسلي,
